Name,Time
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
UHURU KENYATA,16:06:00
KENNEDY,16:19:09
KENNEDY,16:19:18
KENNEDY,16:19:23
KENNEDY,16:19:31
KENNEDY,16:19:34
KENNEDY,16:19:43
KENNEDY,16:19:46
KENNEDY,16:19:49
KENNEDY,16:19:52
KENNEDY,16:19:55
KENNEDY,16:19:59
KENNEDY,16:20:05
KENNEDY,16:20:10
KENNEDY,16:21:46
KENNEDY,16:21:49
KENNEDY,16:21:52
KENNEDY,16:21:54
KENNEDY,16:21:58
